dialect	standard
거거예 고맙 즈녀게 요리 감축찌허는디 오토바를 타고 요리 가다가	거기에 그만 저녁에 요렇게 감 축제 하는 데 오토바이를 타고 요렇게 가다가
궁구러지갇꼳 죽얻따임니꺼	넘어져 가지고 죽었잖습니까
생때거튼 사래미 저녁 잘묵꼬 거 귿 갑축찌헌디	생떼 같은 사람이 저녁 잘 먹고 거기 거기 감 축제 하는 데
도라가다가 과부에 거 톡 너쩌가꼬 걷	돌아가다가 커브에 거기 톡 떨어져 가지고 거기
오토바리 거기 그맏 톡 굼부리저가꼬 우쩌다가 거릳 굼부리적인능고 모르지 그래각꼬	오토바이 그게 그만 톡 넘어져 가지고 어쩌다가 그렇게 넘어졌는지 모르지그래 가지고
저젇 하동 사우랑 따랑 와각꼬 주구오매 덱꼬가고	저 저 하동 사위랑 딸이랑와 각지고 자기 어머니 데리고 가고
조구 아부지장 차예 타각꼬 가장께로	자기 아버지랑 차에 타 가지고 가자니까
사우 차타고 가장께 꼭 오토바르 타고간다더라이 그날지니게	사위 차 타고 가자니까 꼭 오토바리 타고 간다더래 그날 저녁에
그래가꼬 자기는 오토바르타고가고 장모는언자 딸차로 가고	그래 가지고 자기는오토바이 타고 가고 장모는 인제 딸 차로 가고
새보기 대도 아노더래요 사래미	새벽이 돼도 안 오더래요 사람이
사래미 아나 언자 그 그렁께 얼매나 착꼬	사람이 안 와 인제 그 그러니까 얼마나 찾고
그 날리를 지이건능가요이 사래미 안오니까 감축찌 간는데 내나	그 난리를 치겠는가요이 사람이 안 오니까 감 축제 갔는데 내나
내나 거거 섣바구 구거 올로오는데 거 그 모래깽베네 그거서언잗	내나 거기에거기 섯바위 거기 올라오는 데 거기에 그 모래강변에 거기서 인제
사람들 거거 텐트처노코 놀고 허는디 여르메	사람들 거기 텐트 쳐 놓고 놀고 하는 데 여름에
그래가꼬 차지러가고 아지게 나리 새서언잳	그래 가지고 찾으러 가고 아침에날이 새서 인제
동네사래미 가고 막 강께 거가 거갇 자빠저가꼭	동네 사람이 가고 막 가니까거기에 가서 거기에 가서 자빠져 가지고
거 주걷떠라안핸능가요 다리미테	거기에 죽었더라 했잖아요 다리 밑에
그기 운제 일	그게 언제 일
거 뺑 도라가는디	거기에 빙 돌아가는 데
그기 운제 이림니까	그게 언제 일입니까
거거 지샌 네개 지낸냐 오래네개채 다오능가 그래요	그것 제사는 네 개지냈나 올해네 개째 다가오는가 그래요
체 체근 이리다 그라모 그지예최 최근 일이다 그러면 그죠  예	
그람 아까 그언자 재첩 잠는다 안그캗슴니까	
그렁께 그귿 이약허다가 그사람 이약핻따 그그 자브로 가먼	그러니가 그것 이야기하다가 그 사람 이야기 했다 그것 잡으러 가면
사람드리 니가 주끄뜽가네 주거	사람들이 누가 죽든 간에 죽어
그 마 푹풍 모래가 가란자서 빠진다네요 사래미	그 마 푹푹 모래가 가라앉아서 빠진다네요 사람이
모리고언자 그 막 재침만 잠는다고 막 헤비파고마	모르고 인제 그 막 재첩만 잡는다고 막 뒤집어 파고 마
그리 허다가 보모 마 술술술술술 디러간대요 그런디가 있대 거가	그렇게 하다고 보면 마 술술술술술 들어간대요 그런 데가 있대 거기가
그런디 그 사람드리 여러 마롱게 댇 재츠블 잠는다고 우리 나가거든	그런데 그사람들이 여러 마을이니까 재 재첩을 잡는다고 우리 나가거든
그 재미로 고마 그 잠는다고 거 마읻따네요 재츠비	그 재미로 그냥 그 잡는다고 거기에 많이 있다네요 재첩이
우리느 머 하내 여름도 앙가바꾸마해도	우리는 뭐 한해 여름도 안 가 봤지만
그람 재처븐 그런데 아까 갱주개는 멈니까	그러면 재첩은  그런데 아까 갱주개는 뭡니까
갱주개 재츠블 가따가 내가 갱주개라	갱주개 재첩을 갖다가 내가 갱주개라 했어
그람 갱주개는 멈니까	그러면 갱주개는 뭡니까
근 조개미까	그건 조갭니까
그렁게 재츠블 갇따가 마를 그런당께 내가 마를 그리	그러니까 재첩을 갖다가 말을 그런다니까 내가 말을 그렇게
뽀니 엄시 헝께	모양 없이 하니까
아니	아니
사투리마를 헝께	사투리 말을 하니까
재처비 요말로 갱주갬니까	재첩이 요기에 말로 갱주개입니까
내가 갱주개라 해요 하모	내가 갱주개라 해요 아무렴  아니아니
거는	그것은
딴사아믄 그래안해 내마 그래	다른 사람은 그렇게 안 해 나만 그래
와 할머이마 갱주개라 그럼니까	어 왜 할머니만 갱주개라 그럽니까
몰라 백끼 고마 갱주개 소리가 나오네 연방	몰라 공연히 그냥 갱주개소리가 나오네 연방
어어	으응
재츠비라 그이 재츱	재첩이야 그게 재첩
그래 한차 어어	그래 혼자어
재첩	재첩
재츠빈디 갱주개라도 허거등뇨	재첩인데 갱주개라고도 하거든요
요동네서 글캄니까	요 동네에서 그렇게 말합니까
아이 딴사라믄 그리안디 내가 그래 그러낃	아이 다른 사람은 그래 안 하는데  내가 그래 그렇게
옌날부터 드러승께 할꺼 아임니꺼 지낸 마른 아이끼고	옛날부터 들었으니까 할 것 아닙니까 지어낸 말은 아닐 것이고
하머	아무렴
할머이가 지내서는 안한다 캐승께	할머니가 지어 내서는 안 한다고 했으니까
그렁께 지내 안허는디	그러니까 지어내서는 안 하는데
저네는 갱주개라 핻찌 하머 그런디 지 찌그믄 먿 재츠비라도 애마나이	전에는갱주개라 했지 아무렴 그런데 지 지금은 뭐 재첩이라도
근디 부다이 갱주개 소리가 나오넫 또 이베 올라가꼬	그런데 괜히 갱주개 소리가 나오네 또 입에 올라 가지고
그래서그래 그기내낟 재츠비라요 재츠빈데 갱주개	그래서 그래 그게 내나 재첩이라요 재첩인데 갱주개
우우 그 재첩뽀다 더 옌날 요마리 갱주개네 언자 보니까	으응 그 재첩보다더 옛날 요기 말이 갱주개네 인제 보니까
내나 요롱마리지예	내나 요 동네 말이지요
하모 하모 재츱	예 아무렴 아무렴 재첩
재츰막 그런디 쌕꺼등뇨	재첩 막 그런 데 많았거든요
이 그러먼자 섬진가언자 갱주개가 쌕꼬	이 그러면 인제 섬진강은 인제 갱주개가 많았고
그 다메 또 섬진강은 옌나레 거 또 머	그 다음에 또 섬진강은 옛날에 거기에또 뭐
저네 저 저 하객 넘따라 강께로	전에 저 저 화개 남 따라 가니까
즈즈 고동 걷 돌 요리 들씨고 또 도루에도 시커머이 부터꼬	저 저 다슬기거기에 돌 요리 뒤집고 또 돌 위에도 시커멓게 붙었고
저 물따라서 저우에 올라강께 하개 올라가	저 물 따라서 저 위에 올라가니까화개 올라가
하개 그런디 막 올라가마 즈즈 무레 막 강에	화개 그런 데 막 올라가면 물에 막강에
그 고동이 마니 읻떼요 고동 고동도 작꼬 막 농꼬동거틍거또 익꼬	그 다슬기가 많이 있데요 다슬기 다슬기도 잡고 막 우렁이 같은 것도 있고
우럭거틍거또 이꼬 막 그러트마 그때 한해 언제 따라가봉께 저 하객꼬레 하개꼬랑	우럭 같은 것도 있고 막 그렇더군 그때 한해 언제 따라가 보니까 저 화갯골에화개 골짜기
옌나레 저 항포똗때달고 배떠 안하보이옛날에 저 황포돛대 달고 배 안 떠안 보  받찌요 마니 받찌	
받찌요 마니 받찌	봤지요 많이 봤지
뜨고 안핻슴니까	뜨고 안 했습니까
그거 우리는 여 하 저 섬진강을 머 오기는 여러번 와도 배뜨능거는 한분도 몬바꺼등녜	그것 우리는 여기에 하 저 섬진강을 뭐 오기는 여러 번 와도 배 뜨는것은 한 번도 못 봤거든요
몬받찌요 하모	못 봤지요 아무렴
옌날배 우째핸는지 생각나시능거 보싱거 얘기좀 해 주이소	옛날 배 어찌 했는지 생각나시는 것보신 것 얘기 좀 해 주십시오
옌날배 모 저젇 응 돋때배라고	옛날 배 뭐 저 저응 돛배라고
똗때배라고 배도 와 쪼끄만허이 쪼끄만허이 요만허이 해각꼬 그 막	돛배라고 배도 왜 조그만하게 조그만하게 요만하게 해 가지고 그 막
또 야파 배도 그 똗때배는 똗때배라고	또 얕아 배도 그 돛배는 돛배라고
그래가꼬 가운데다가 이리 왁 태국끼매이러막 다라가꼬	그래 가지고 가운데다가 이렇게 왜 태극기처럼 막 달아 가지고
막 이인젇 조중을 해각꼬 조중을 해각꼬 이리막 강에 댕기고 구러데요	막 이인제 조종을 해 가지고 조종을 해 가지고 이렇게 막 강에 다니고 그러데요
돋때배라고	돛배라고
그 사라미 마이 탐니꺼	그 사람이 많이 탑니까
마이 안타요 그어는	많이 안 타요 그것은
그거느 배가 요만해각꼬 작꼬 막 이리 야푸더마	그것은 배가 요만해 가지고 작고 막 이렇게 얕더구만
이 그시기 요리 야파농께 호가 야파농께	이 그슥이 요렇게 얕아 놓으니까 호가 얕아 놓으니까
마이 몬타걷떼요	많이 못 타겠데요
지끄믄 저읻	지금은 저 이
저네	전에
저 여페가 저어뎀미까 젇 어데 진함미꺼 강냥임니꺼 어딤니꺼	저 옆에가 저 어딥니까 저 어디 진하입니까 광양입니까 어딥니까
강냥도 익꼬 머 여러동네지 그거도	광양도 있고 뭐 여러 동네지 그것도
물건너	물 건너
절라도아임니까이	전라도잖습니까이
절라도	예 전라도
그라머 지끄믄 여 다리가 나서 왇따가고 하지마는	그러면 지금은 여 다리가 놓아져서 왔다 가고 하지마는
옌나레 업슬때	옛날에  없을 때
엄슬때	없을 때
그러먼 배마 왇따 배가 왇따갈꺼아임니꺼	그러면 배만 왔다 배가 왔다 갈 것이잖습니까
큰 배	큰 배
배 그거타고 꼬사리 끄너러가곧 저네는 그 물건네 여거 아걍 아걍꼴 사래미	배그것 타고 고사리 꺾으러 가고 전에는 그 물 건너 여기 악양 악양골 사람이
여 아걍꼴 사래미 전시 물건네가서 꼬사리 끄너고 나무해오고	여기 악양골 사람이 전신에 물 건너 가서 고사리 꺾어 오고 나무해 오고
나무 구걷 죽싸리그걷 이 여자드리 얼매나 이고오낑가욕 그 먼디로 가가꼬 물건네 나무가 기해가꼬	나무 그것 죽싸리 그것 이 여자들이 얼마나 이고 올 것인가요 그 먼 데로 가 가지고 물 건너 나무가 귀해 가지고
죽싸리 그걷 쪼깜 한발띠기해서 두메세메 뭉커가꼬 안푸러지거로	죽싸리 그것조금 한 짐 해서 두 줄 세 줄 묶어 가지고 안 풀어지게
치글 떼고 새끼르 까가고 막	칡을 떼고 새끼를 꼬아 가지고 막
엉쿼가꼬 이고 막	뭉쳐 가지고 이고 막
나무를 전시 여자드리 해각꼬	나무를 전신에 여자들이 해 가지고
그 배에다가 나무꺼지 시릉께로 사람도 한차 나무도 한차	그 배에다가 나무가지실으니까 사람도 한 차 나무도 한 차
그응께 배가 영 크지요 망 요리 커컫찌	그러니까 배가 영 크지요 막 요렇게커 컸지
그래갇 보리 매상허먼 보리바드러 그 사래미 오고 저 에동 귿	그래 가지고 보리 매상하면 보리 받으러 그 사람이 오고저 외돈 그
내 혼차 안다 그 에돈 사래미 해꺼등뇨 그 저젇	나 혼자 안다 그 외돈 사람이 했거든요 그 저 저
머시고 여리 요릳 가먼 그걷	뭐니 요리 요리 가면 그것
하동 가자먼 그걷 동네 마니 엄뜽가요 젇 마으레	하동 가자면 그것 동네 많이없든가요 저 마을에
마을 마이 읻찌요 엳 나가머	마을 많이 있지요 여 나가면
예예	예 예
그 에돈마을그 외돈 마을  거오저젇 태국기 다라노코 고옫 동사 익꼬 고 가는 큰지레 가는데	
거오저젇 태국기 다라노코 고옫 동사 익꼬 고 가는 큰지레 가는데	거기에 저 저태극기 달아 놓고 그곳 동사 있고 고기에 큰 길에 가는 데
거거예언자 그걷 싸래미 즈즏 사공을 해꺼등뇨	거기에 인제 그곳 사람이 저 저사공을 했거든요
사공이 머이냐하머인자 배 요리	사공이 뭐냐 하면 배 요렇게
우리들 가머 사람 마이 모이각꼬 건네주고	우리들 가면 사람 많이 모이 가지고 건너주고
또 올때데머 또 건네오고	또 올 때 되면 또 건너오고
그렁거 핻써요 멛차로 건네조	그런 것 했어요 몇 차례로 건네줘
하리예 멛뻔써 해꺼따 그지예	하루에 몇 번씩 했겠다 그죠
두서너분 해시끼구마 네버잉가 세버잉가 해스끼구마	두서너 번 했을 것이구먼 네 번인가 세 번인가 했을 것이구먼
사래미 마이 건네가	사람이 많이 건너가
시간 정해노코	시간 정해 놓고
시간 정해노코	시간 정해 놓고
시가늘 정해야지 앙그라모 머	시간을 정해야지 안 그러면 뭐
하모 정해노코 그리 사람 모이가꼬	아무렴 정해 놓고 그렇게 사람 모여 가지고
그렁께언자 우리드리언자 멛시예 간단다 그걸 아라가꼬 가지	그러니까 인제우리들이 인제 몇 시에 간단다 그걸 알아 가지고 가지  멛씨예 가네 해가꼬언자몇 시에 가네 해 가지고 인제
언자 그리막 준비르 해각꼬 나오능기라요	인제 그렇게 막 준비를 해 가지고 나오는거예요
나와각꼬언자 고사리 끄너러도 가고 먼	나와 가지고 인제 고사리 꺾으러도 가고뭔
너물캐러도 가고마 사람드리	나물 캐러도 가고 마 사람들이
우리동네 사람만 가자내 저 하펭 대촌 소징이 마	우리 동네 사람만 가지 않고저 하평 대촌 소징이 마
저 부황대 머 저 너메가머 그 에비당인는디	저 부황대 뭐 저 너머 가면 그 예비당 있는 데
입석 막 여러 동네사라미 오니까 마나요 사람 저네	입석 막 여러 동네 사람이오니까 많아요 사람 전에
