dialect	standard
어르신 혹씨나 어르신 그그 태어나신 고시 아까 얘기해떤	어르신 혹시나 어르신 그 그 태어나신 곳이 아까 얘기했던
직쩐니	직전리
직쩐니자나요	직전리잖아요
거기서 인제 어르신 대대로 쭉 사라오셛쩌	거기서 인제 어르신 대대로 쭉 살아오셨져
그 우리 파 우리 증조 하라버지가 팔형제 나써씀니다	그 우리 파 우리 증조 할아버지가 팔형제 났었습니다
팔 형제요	팔 형제요
우리 증조 하라버지가 팔형제	우리 증조 할아버지가 팔 형제
우리 하라버지 형제가 오형제	우리 할아버지 형제가 오 형제
그 팔 형제 소니 얼마나 마네요	그 팔 형제 손이 얼마나 많아요
동거제 팔촌 함무리에 팔촌 육촌 시베촌 나가는데	동거제 팔촌 한 무리에 팔촌 육촌 십여촌 나가는데
아그러시구나	아그러시구나
정선서 정선 알지 정선	정선에서 정선 알지 정선
정선 하라버지가 정선 오셔가지구 거겓 그러니까 구 대 마네 구 대 손 손 상 짜 명 짜 하라버지가 나한테 팔 때 하라버지가 보따리 걸머지고 삼 정차글 해가지고 거게서 인제 쫑 내려 오셔 가지고서 삼 대를 또 독씨늘 아들 요 아들 삼대를 데리고 와 가지고 우리 고조 하라버지가팔 형제를 나따 팔 형제	정선 할아버지가 정선 오셔가지고 거기에 그러니까 구 대 만에 구 대손 손 상 자 명 자 할아버지가 나한테 팔 대 할아버지가 보따리 걸머지고 삼 정착을 해가지고 거기에서 인제 쪽 내려 오셔 가지고서 삼 대를 또 독신을 아들 요 아들 삼 대를 데리고 와가지고 우리 고조 할아버지가 팔 형제를 났다 팔 형제 대 우리 팔 팔 자손 형 거 내가 고 인저 곧 고게 그 감재 오씨게 날 때 내가 출생지 그거래요 대 우리 팔 팔 자손 형 거 내가 인제 거기에 그 감자 옥수수 날 때 내가 출생지 그거래요
내가 내 그 호가 옥처니미라구	내가 내 그 호가 옥천임이라고
구슬 옥 짜 옥씨리라고 또 고 여펟 새물추리라고 샘난다고 새물추리 그래서 내 요 요 이기내 옥천 이리 여게	구슬 옥 자 옥실이라고 또 거기 옆에 새물추리라고 샘 난다고 새물추리그래서 내 요 요 이게 내 옥천
옥천샘물 샘무리 난다고요	옥천샘물 샘물이 난다고요
그래서 그 내 내 호를 그러케 지어나써요 내가	그래서 그 내 내 호를 그렇게 지어놨어요내가
어르시는 여기서 그 지블 지블 제 보셔써요 집	어르시는 여기서 그 집을 집을 지어 보셨어요 집
음음 이거 여 이짜내	음음 이거 여기 있잖아
혼자 아니 그 옌나레	혼자 아니 그 옛날에
내소느로	내 손으로
소느로 지블	예 손으로 집을
소느로 안 제바써	손으로 안 지어 봤어
그래요 그럼	아 그래요 그럼
옌나레 여기는 그 절기에 따라서 세시풍소까튼 게 이써짜나요	옛날에 여기는 그 절기에 따라서 세시풍속 같은 것이 있었잖아요
근데 보통 절기에 따라서 어떤니를 핸는지를 좀 알고시픈데 응 정워레는 주로 뭘하면서 노라써요 정워레는	그런데 보통 절기에 따라서 어떤 일을 했는지를 좀 알고 싶은데 응 정월에는 주로 뭘 하면서 놀았어요 정월에는
농 이 농 이런 농초네는 머 겨우레 저월 음녁쩌월 거진 놀지 저 그 저 겨우레는 정월 딸저레는 시비뤌 시비월 드러가먼 거 새끼 장석쌔끼 어제 바짜내 저 근네 그 메주가주 꼰능거 그느믈 처서 꼬아가주고 방바이 그때는 그 자리를 그 새끼자리를 매 까라꺼든	농 이 농 이런농촌에는 뭐 겨울에 정월 음력 정월에 거의 놀지 저 그 저 겨울에는 정월 달 절에는 월 월 들어가면 새끼 장석 새끼 어제 봤잖아 저 건네 그 메주 가지고 꼬는 것 그놈을 쳐서 꼬아가지고 방방이 그때는 그 자리를 그 새끼 자리를 매어 깔았거든
새끼자리를료	새끼 자리를요
그 꼬고 꽈가주고 자 자리매고 또 부두자리 부두자리라능건 이 부들 이써	어 그 꼬고꽈서 자리 매고 또 부드자리 부드자리라는 건 이 부들 있어
구드리 노네선 농까에선 그 크는데 크먼 끄걸 가주선 부터 잘 인제 매고 거 이 또 하라버지 나마이네 요 꼬고 뭐그 그르매고 아처구로 이때 이 막 이 때먼 가 소주 소주 끼리서 소굴째 여무리라고  여물 소 주굴 여무리라 한다고 여물	소 죽을 여물이라 한다고 여물
여물 이 퍼 매기고 그 딴새문 또 식싸하고 고다메 소 인젠 마 마작 마우에 끄는 마자기 바께내며는 걸 마자기라고 한다고 마장 마장 마장에 내 매고 또 올 겨우레는 해가 짜르거든 시가니 업짜뇨 그럼 또 나제다 이 뭐 자리매 업꼬 그 겨우레도 요 잘 이 장석짜리 뭐이 이 꽈매고 이러먼종꾹  요 또 꼬다가 시름 고만 두고또 꼬고 매고 인제 그기 장석짜리 하루씩 일 매 자먼 일뭐 이틀 구든 사람 한 닫 안 대 여쌔 이러케 매고 이럴때며 거기 인제 겨울 겨우레는 소 일꺼리지 시방은 모 그렁 게 하나꺼두 업쓰니까 나도 이리 안자 까기 저네 업씨니까 쉬지만 뭐 이게 써모 병워네 가서 여기 고스돕또 치고 유또 치고 시바는 그래 시골 보내조 옌나레는 그걸 가지고 옌나레는 그 화토라능 건 돈따 머꼬 할 쩌게 그 투정이랑 게 이찌 그 외에는 업써꺼등 그릉기 옌날 안 조아 보통 이제 정워리 되며는 정워레 인제 하루가 고로케 가자나요	보통 이제 정월이 되면 정월에 이제 하루가 그렇게 가잖아요
그러며는 보통 메 씨 옌나레는 메 씨 이러나씀니까 보통	그러면 보통 몇 씨 옛날에는 몇씨에 일어났습니까 보통
옌나레도 이땜 다 인나지	옛날에도 이때가 되면 다 일어나지
일 때무네 일곱 마냐게 뭐 그 전날 뭐 겨우레도 된니를 해따던지 또 술 천 마니 머거따던지그래먼 뭐 아침 일고 여덜 씨 때 인나든지 그러치마는 보통에 인제 보며는 여서 씨먼 그 가정농사 농가찌븐 여서 씨면 다 인나가 소 죽 소주 끄려 소는 그때 다 이써 그 집찌마덤	일 때문  에 일곱 만약에 뭐 그 전날 뭐 겨울이래도 된 일을 했다든지 또 술을 엄청 마니 먹었다든지 그러면 뭐 아침 일곱 여덜 씨 때 일어나든지 그렇지마는 보통에 이제 보면 여섯 씨면 그 가정 농사 농가집은 여섯 씨면 다 일어나 소 죽 소죽 끓여 소는 그때 다 있어 그 집집마다
다 이꼬 할머니 할머니네는 바메 물레 이 삼 삼짜내요 요 대마	다 있고 할머니 할머니네는밤에 물레 이 삼을 삼자네요 이 대마
이거 인제 이케 삼따가 아이 열뚜씨 까지 사믄 다 이꼬 고 어데 고 다음여덜 열한 시까지 사믈 때도 이꼬 뭐 열 뚜 씨 반까지 사믈 때 이꼬 그램 주무시따가 또 이때 인나가지고 또이래 상꼬 다 사므문 이 물레 저처네 물레	이거 이제 이렇게 삼다가 아이 열두 시 까지 삼은 다 잇고 그 어디 그 다음여덟 열한 시까지 심을 때도 있고 뭐 열두 시 반까지 삼을 때있고 그럼 주무셨다가 또 이때 일어 나가지고 또 이렇게 삼꼬 다 삼으면 이 물레 저처네 물레
그 이 때 함 인나가지고 물레 더렁더렁더렁덩 짜가지고	그 이때 한 번 일어나 가지고 물레더렁더렁더렁덩 짜가지고
아치메 일찍 이러나써요	아침에 일찍 일어났어요
그럼	어 그럼
밥 해야 되자나	밥을 해야 되잖아
그래 이제 시방 이때 해 가주고 여섣 씨 안 쉐자네 일곱 씨 되니 쉐자네	어 그래 이제지금 이때 해 가지고 여섯 시  안 쇠잖아 일곱 시 되니 쇠잖아
일곱 씨쯔미요	일곱 시 쯤이요
그래이머는 그 남자는 소주 끼리여 호조글 먼저끼리 퍼주지	그러면 그 남자는 소죽을 끓여서호족을 먼저끼리 퍼주지
제일 먼저 하능 게 그거네요	제일 먼저 하는 게 그거네요
소주 그래 고 다메 인제 소주 끄리고 소주 끄리나 부어케 큰 부억 가매 소테 무를 처서 앙까메다가 가따 주며는 거기에 불 너 가지고서는 인제 거 조반 조반 식싸하고 그래치	소주 그래그 다음에 이제 소죽 끓이고 소죽 끓이나 부엌에 큰 부엌 가마니 솥에 물을 처서 안감에다가 갔다 주면 거기에 불을 넣어 가지고서는 이제 그 조반 조반 식사하고 그렇지
그래요	아 그래요
그래니까 소가 마삐 춥따고	그러니까 소가  춥다고
이 찍쑤 뜨심 물 머거라	이 직수 뜨신 물 먹어라
이런 이런 의미로 소주기 소죽 퍼서 소가 인제 머거써 시자캐 머그머는 사라믄 인제 사람 밥쏘세 바블 진능거야 진는다	이런 이런 의미로 소죽이 소죽을 퍼서 소가 이제 먹어써 시작해 머그면 사람은 이제 사람 밥솥에 밥을 짓는 거야 짓는다
여따 바블 인제 하능 거이지 바블 진는다 이래지	여기에다 밥을 이제 하는 것이지 밥을 짓는다 이러지
네 소죽 끄려서 인제 소죽 주고	네 소죽 끓여서 이제 소죽 주고
주고 남잔 주고 그 물로 그 부릐 잉거리 부를 처서 소테다가 너어가주 소테 뿌를 그 타며는그 아주머네가 소테다 밥싸를 이러 너어서 바블 시자칸다	주고 남자는 주고 그 물로 그 불의잉거리 불을 처서 솥에다가 넣어 가지고 솥에 부를 그 타면 그 아저머니네가 솥에다가 밥쌀을일어 넣어서 밥을 시작한다
이러케 이제 바블 해 하고 나며는 바블 바블 할 똥안 남자는 뭐하나요	음 이렇게 이제바블 해 하고 나면 밥을 밥을 할 동안 남자는 뭐하나요
남잔 또 이 뭐 저 바께 모 시껴네 가서 마리야 뭐 대게 춥찌 안하먼 채리고 가서 또 나무 쪼개고 또 드러와서 또 모짜리 좀 매고 고담 필싸 도라오는 며네 식싸하능게 가치면 여덜 씨 여덜씨 반 겨우레 느께 먹찌	남자는 또 이 뭐 저 밖에 뭐 식견에 가서 말이야 뭐 대게 춥지 않으면  채리고 가서 또 나무 쪼개고 또 들어와서 또 못자리 좀 매고 그 다음    식사를 같이 하면  시 시 반 겨울에 늦게 먹지
인제 아침 식싸를 하고 나며는 이제 겨우리 되면 그래도 쫌 이제 해가 뜨자나요	이제 아침식사를 하고 나면 이제 겨울이 되면 그래도 좀 이제 해가 뜨잖아요
그럼 그 다으메는 뭐하나요	그럼 그 다음에는 뭐 하나요
겨우레 그닥 그에 뭐 인제 그	겨울에 그닥 그에 뭐 이제 그
아까 얘기 해떵 거처럼 계속 자리 매고	아까 얘기 했던 거 처럼 계속 자리 매고
매고 이제 그다 그거또 뭐 언제 어제 뭐 정월 되면 하능 게 아니고 하먼 십이뤌 시비월 드러가면 일찍 새끼 좀 매가지고 이뤌 딸 다 매치우머는 고담 부터능 그냥 놀지 모	매고 이제 그다 그것도 뭐 언제 어제 뭐 정월 되면 하는 게 아니고 하면 월 월 들어가면 일찍 새끼 좀매가지고 월 달 다 매서 치우면 그담 부터는 그냥 놀지 뭐
오저네는 오저네두	오전에는 오전에도
오저니고 오후고 그담 이우제 서로 놀러 가 가주고 이우지 가서 인제 옌날 얘기두 재무로 하고 나즈로도 뭐 서로 인제 사라간 얘기도 하고 그건 그러 놀다가 지부로 오구	오전이고 오후고 그 다음 이웃에 서로 놀러 가 가지고 이웃에 가서 이제 옛날 얘기도 재미로 하고 낮에도 뭐서로 이제 살아간 얘기도 하고 그건 그렇게 놀다가 집으로 오고
겨우레 한창 인저 그러요 노지	겨울에 한창 이제 그래요 놀지
놀다가 보메 인지 그 사월 십오일 경이며는 싱목 싱모기린 싱목 뭐 사네 가 인제 싱모카고뭐 고 다메 청명한시기 사월 오이리 청명한시기 아니여	놀다가 봄에 인제 그 월 일 경이면 식목 식목일인 식목 뭐 산에 가 이제 식목하고 뭐 그 담에 청명한식이 월 일이 청명한식이 아니야
그래이머는 우리 조상드리 인는 묘 산소 어디 이장을 한다 다시 딴 데 모신다 그래먼 그런그날 가서 그거 하고	그러면 우리 조상들이 있는 묘 산소 어디 이장을 한다 다시 다른 데에모신다 그러면 그런 그날 가서 그거 하고
왜 그날 모심니까	왜 그날 모십니까
우리 인제 그 가마써봐 오일 라른 그 공명이리여	우리 이제 그 가만히 있어 봐 일 날은그 공명일이요
공명이리 마는 일련 삼백 육씹 오이레 최고에 조은 나리다	공명일이 많은 일년 일에 최고의 좋은 날이다
응 거 인제 조상에 뼤고리라든지 이러케 이러케 이 모시고 댕겨도 무해무드미다	응 그 이제조상에 뼈골이라든지 이렇게 이렇게 이 모시고 다녀도 무해무득이다
무해무등 아무 지장이 업따	아 무해무득 아무 지장이 없다
그런 의미고	그런 의미고
또 싱모기른 낭가라 신 여게 가 싱꼬또 뭐 여러 찝 그러케 하고	또 식목일은 나무 가지고가 신 여기에 가서 심고 또 뭐 여러 집이 그렇게 하고
어떤 낭구를 시먼나	어떤 나무를 심었나
나무 모 뭐 옌나레도 그 뭐 조은 마래기는 모 그 무궁화를 가따가 싱꾸 어데에 가따 산소까 씸는 다든지 매마다 가 심는 다든지 또 보자먼 또 그 조은 마리 모 짠나무 가틍 거 무하능 거멛 꾸루 가따가 일 시꼬 또	나무 뭐 뭐 옛날에도 그 뭐 좋은 마래기는 뭐 그 무궁화  를 갔다가 심고 어디에 갔다 산소 가에다 심는 다든지 매마다 가에 심는 다든지 또 보자면 또그 좋은 마리 뭐 잣나무 같은 거 뭐 하는 거 몇 구루 갔다가 이렇게 싣고 또
무슨 장사요	무슨 장사요
잉여짱사	잉여장사
잉여장사	아 잉여장사
요거를 다시 가따 앵겨 하능 거 잉여짱사라고	이거를 다시 갖다가 옮기는 거 잉여장사라고
그래노코 이거또 그 집 그 집 까서 하루 가서 친정에를 가서 그럼 아주 귀처네 잉묘가 또 묘로 시방은 코푸레미 파지마는 사 사라미 가서 호미 광이로 사부로 전소가 이 이런 큰 봉구늘헤쳐가주 거 다 이래가주 거게 또 거 뻬고를 수지패가지고 그 다 해서 인제 또 이쪼그로 와서어 청마리라 하지	그렇게 놓고 이것도 그 집 그 집 가서 하루 가서 친정을 가서 그럼 아주귀찮어 잉묘가 또 묘로 지금은 포크레인이 파지만 사 사람이 가서 호미 광이로 삽으로 전소가이 이런 큰 봉군을 헤쳐 가지고 그거 다 이래 가지고 거기에 또 그 뼈골을 수집 해 가지고 그다 해서 이제 또 이쪽으로 와서청말이라 하지
