dialect	standard
그러이 그러케 이찌 지그믄 게 전부 고 공지게  공지게 이서	그렇게 있지 지금은 그게 전부 고 공직에  공직에 있어
어어 성장과정은 다 끈나써요	어어 성장과정은 다 끝났어요
거 뭐 내 이력써를 부치는 거야 뭐야	거 뭐 내 이력서를 붙이는 거야 뭐야
이거는 제보자 조사표를 이러케 만드러야 돼서요 그래서 여기 간따나게 채우는 거예요	이거는 제보자 조사표를 이렇게 만들어야 돼서요 그래서 여기 간단하게 채우는 거예요
제가 저이가 어떤 하라버지한테 어떤 하라버지를 만나서 이런 말씀드를 조은 말씀드를 드러따라고증거할려고 우리가 가짜로 한 게 아니라 진짜 인는 사람 인는 하라버지를 가지구 조사를 한 거라구증거를 남겨놔야 돼서	제가 저희가 어떤 할아버지한테 어떤 할아버지를 만나서 이런 말씀들을 좋은 말씀들을 들었다라고 증거하려고 우리가 가짜로 한 게 아니라 진짜 있는 사람 있는 할아버지를 가지고 조사를한 거라고 증거를 남겨놔야 돼서
그러며는 이 마으레는 무슨 독트칸 특찡이나 자랑꺼리 가튼 게 이쓰세요 이 마을마네 특찡  가튼 거	그러면 이 마을에는 무슨 독특한 특징이나 자랑거리 같은 게 있으세요 이 마을만의 특징같은 거
어 우리 교동 우리 마을뿐마니 아니라 이 우리 교동으로서는 머 독트컨 자랑꺼리래는 건 으음별루 웁꾸	어 우리 교동 우리 마을 뿐만이 아니라 이 우리 교동으로서는 뭐 독특한 자랑거리라는 건음 별로 없고
자랑으루 내신대며는 에 공기조 공기 조쿠 물 조쿠	자랑으로 내세운다면 에 공기 조 공기 좋고 물 좋고
쌀 쌀	쌀 쌀
인심 조쿠	인심 좋고
에에 마자요	에에 맞아요
뭐 인시믄지그믄 인제 모두가 오염돼가지구 인젠 가튼 제 쌀롱살 진는다 해두 여기는아튼 아직 무리 오염데지 아나따 마랴 지금 저 육찌는 전부 오여미 데가지구 인제	뭐 인심은지금은 이제 모두가 오염되어서 이젠 같은 제 쌀농사를 짓는다 해도 여기는아직 물이 오염되지 않았다 말이야 지금 저 육지는 전부 오염이 되어가지고 이제
이 곡씩뚜 깨끄턴 물 드러간 거와 오염덴 물 드러가서 성장한 거이 그 그 차이가 만타구 허드만	이 곡식도 깨끗한 물 들어간 거와 오염된 물 들어가서 성장한 게 그 차이가 많다고 하더만
근데 여기는 아직뚜 무리 오염데지 아니껜 쌀만쿠믄 우리가 주로 식쌩화를 쌀만쿠믄 아마 교동싸리 제일 조타구 볼 수 이쓸꺼야	그런데 여기는 아직도 물이 오염되지 않으니까 쌀만큼은 우리가 주로 식생활을 쌀만큼은 아마교동쌀이 제일 좋다고 볼 수 있을 거야
뭐이 여러가지 인제 풍경이 교동에두 만치머는	뭐 여러가지 이제 풍경이 교동에도 많지만
마느 마는데 전쩌그루 다 트러볼 땐 아마 그 싸레 대해서는 제일 조타구 안 안전허구 사라메유리허다구 볼 쑤 이쓸 꺼야	많 많은데 전적으로 다 들어볼 땐 아마 그 쌀에 대해서는 제일 좋다고 안 안전하고 사람에유리하다고 볼 수 있을 거야
기니께 특찡이래머는 물 조코 공기 조코 인심 조코	그러니까 특징이라면 물 좋고 공기 좋고 인심 좋고
그 그러키 때메 우리 교동에 이런 얘기가 이서	그 그렇기 때문에 우리 교동에 이런 얘기가 있어
여기에 지 지그문 대충 교동을 다 알구 이찌마는	여기에 지 지금은 대충 교동을 다 알고 있지만
여 한 이삼심년 이저느로 거실러 올라가며는 여 공지그루 온 사람들 이따 마랴 인제 면사 면지궈느로 온대든지 지서지궈느로 온대든지	여 한 이삼십년 전으로 거슬러 올라가면 여기 공직으로 온 사람들이 있단 말야 이제 면사면직원으로 온다든지 지소 직원으로 온다든지
여기두 인제 전부 다 이 그 공청이 이시니께는 오는데 올 때는 다 울구 온대는 거야	여기도 이제 전부 다 이 그 공청이 있으니깐 오는데 올 때는 다 울고 온다는 거야
내가 이 서메가 나려와서 날 어뜨컬 지내냐 마리지	내가 이 섬에 내려와서 난 어떻게 지내냔 말이지
게 울고 와따 울고 가는 거시 교동이다 이거야	그게 울고 왔다 울고 가는 것이 교동이라 이거야
드롤 때 울고 나갈 때 울고	들어올 때 울고 나갈 때 울고
나갈 땐 왜 우냐 정드러시니까	나갈 땐 왜 우냐 정들었으니까
지금 오늘두 내 여기 인제 소포가 지금 와서 소포가 완는데	지금 오늘도 내 여기 이제 소포가 지금 왔어 소포가 왔는데
이 사라미 지금 저 안 저 그 경기도 안사네 안사네서 우체국짱으루 지금 인는 사라민데	이 사람이 지금 저 안 저 그 경기도 안산에 안산에서 우체국장으로 지금 있는 사람인데
여기 와따 간 지가 한 시보년 정도 돼찌	여기 왔다 간 지가 한 십오년 정도 됐지
와따 간 지가 시보년 됀는데	왔다 간 지가 십오년 됐는데
그 여기 올 땐 뭐 나하군 저녀 나 모루는 남나미지	그 여기 올 땐 나하고 전혀 남 모르는 남남이지
게 여기 오나가주구 나를 만 저 만나가주구 대와해 보니 배 허구 나서 나를 아버지라고	그게 여기 와서 나를 만나가지고 대화해보니 배 하고 나서 나를 아버지라고
아버지라구 허면서 그 극찐허게 여 여기 인제 지금 저기 우체국 인는 저기서 수시루 댕이먼서아버지 아버지	아버지라고 하면서 그 극진하게 여 여기 이제 지금 저기 우체국 있는 저기에서 수시로 다니면서아버지 아버지
내 이사람 보구 이거야 여보게 나거튼 사람 치내 봐야 자네 악끼레 도움 되는 거 이리 하나두업써	내가 이 사람 보고 뭐야 여보게 나 같은 사람 친해 봐야 자네 앞길에 도움될 거 일이 하나도없어
나가 뭐 자네 압끼를 무어 도우미 델 싸라민가 마리지 왜 그르냐 마리야	내가 뭐 자네 앞길을 무어 도움이 될 사람인가 말이지 왜 그러냐 말이야
아유 저는 도우믈 바라지 아느씀니다 마리지 아버지 인껴글 보구 아버지라구 함니다 마랴	아유 저는 도움을 바라지 않습니다 말이지 아버지 인격을 보고 아버지라고 합니다 말이야
게 여기서 떠난 지두 한 시 심녀니 너머서 한 시보년 데두	그게 여기서 떠난지도 한 십 십년이 넘었지 한 십오년 되어도
매번 이제 파뤌 추석 구정 이때는 이러케 소포루다 선무를 보내주는 거야	매번 이제 팔월 추석 구정 이 때는 이렇게 소포로다 선물을 보내주는 거야
이와 가치 올 때는 서글퍼서 울구 와따	이와 같이 올 때는 서글퍼서 울구 왔다
여그 와서 정에 겨 정을 부쳐가주구 떠나갈 땐 정을 몬니저섬 게 울구 와따 울고 가는 게 교동이다  마리지	여기 와서 정에 겨 정을 붙여가지고 떠나갈 땐 정을 못잊어 그게 울고 왔다 울고 가는 게교동이란 말이지
이런 얘기가 이서	이런 얘기가 있어
이 교동이란 그거시 특찡이라구 보면 특찡 될꺼야	이 교동이란 그것이 특징이라고 보면 특징 될 거야
또 특찡은 농사쌀 쌀 싸리 특찡이구	또 특징은 농사쌀 쌀 쌀이 특징이고
자랑꺼리두 이꾸 지금 이 교동 마으른 어르시니 어려쓸 때랑 비교할 때 어떻게 달라져써요	자랑거리도 있고 지금 이 교동 마을은 어르신이 어렸을 때랑 비교할 때 어떻게 달라졌어요
어터게 달라와따고	어떻게 달라왔다고
연뉵 이제 영뉴꾜도 인제 생기죠 다리 다리두 생기구 길두 뚤리구	연륙 연륙교도 이제 생기죠 다리 다리도 생기고 길도 뚫리고
예전과 지금 현재와 비교허래면 말두 모태	예전과 지금 현재와 비교하려면 말도 못해
아까두 얘기 해찌	아까도 얘기했지
겨울철 되머는 여기 배가 딱 매켜가지곤	겨울철 되면 여기 배가 딱 막혀가지고는
여기 인는 사람들끼리 그 무슨 물 물건 인제 대룡 대룡리라구 저 자네들 봐슬 거야	여기 있는 사람들끼리 그 무슨 무 물건 이제 대룡 대룡리라고 저 자네들 봤을 거야
그이 대롱리가 인제 고 가게들 이꾸 한껜 거기들 인제 사 상인드리 물건 좀 해다 논단 마랴	거기 대룡리가 이제 그 가게들 있고 하니까 거기들 이제 상인들이 물건 좀 해다 놓는단 말이야
그 물건 해단 고거 가지구 겨울 지내니께는 뭐 뭐든지 귀허먼 비싼 거 아냐 흐너면 싸구	그 물건 해선 그거 가지고 겨울 지내니까 뭐든지 귀하면 비싼 거 아냐 흔하면 싸고
게 거 물거니 고거바께 읍스니껜 거 머지 저 육찌에서는 머 시번짜리가트면 여기서는 처눤 처눠니라두 바들 수 인는 거지	게 거 물건이 그거밖에 없으니까 거 뭐지 저 육지에서는 뭐 십원짜리같으면 여기서는 천원천원이라도 받을 수 있는 거지
이러 이러케 돼꼬	이러 이렇게 됐고
이 지금 이 교동에 전기가 드러온 지가 한 이시벼녀니 돼찌	이 지금 이 교동에 전기가 들어온지가 한 이십여년이 됐지
그 인제 전기 드러오기 전까지는 여 호 호롱뿔 드 든잔뿔 요거 켜노코	그 이제 전기 들어오기 전까지는 여 호 호롱불 드 등잔불 이거 켜놓고
지금 비교허래야 비교되지 안는 거니 뭔 거니 그거도 그거지마는	지금 비교하래야 비교되지 않는 거니 뭔 거니 그것도 그거지만
옌나레는 우리 저우리 어려서가 아니라 우리 으른 뒈가지구 한 이십쌀 삼십쌀 돼서두	옛날에는 우리 저우리 어려서가 아니라 우리 어른 되어가지고 한 이십살 삼십살 되어서도
드레 나가서 인제 이런다 마랴 여름처레 이러구 밤 해가 어두워가주구 또 드러오며는	들에 나가서 이제 일한단 말야 여름철에 이러고 밤 해가 어두워가지고 또 들어오면
드러 드러와서 이게 발 거더 저 치우구서 방에 드러가머는 베룩	들어 들어와서 이게 발을 걷어 치우고서 방에 들어가면 벼룩
머 오세 이는 마랄 꺼뚜 읍꼬	뭐 옷에 이는 말할 것도 없고
벼 벼루기 다리에 새카마케 기어 올라와	벼 벼룩이 다리에 새카맣게 기어올라와
그 벼룩 뿌닌가 빈대는 을마나 마나	그 벼룩 뿐인가 빈대는 얼마나 많아
자네들 빈대 모를꺼야 아라	자네들 빈대 모를 거야 알아
빈대 모르지 허 비 빈대는 납짜커게 생겨서 납짜커이	빈대 모르지 허 비 빈대는 납작하게 생겼어 납작하게
피빠라멍는	피 빨아먹는
아이구 무진장 빠라머그먼 아파요 또	아이구 무진장 빨아먹으면 아파요 또
그게 이 지금 이러게 되베 해찌	그게 이 지금 이렇게 도배 했지
게 되베가 인나	그게 도배가 있나
그냥 흐그루다 이런 흑뼈기야 흑뼉	그냥 흙으로다 이런 흙벽이야 흙벽
흑뼈그루 발르니께니 흐기래는 건 터지자나 갈라지자나	흙벽으로 바르니까 흙이라는 건 터지잖아 갈라지잖아
갈라지니 그 새에 가 전부 드러가 끼여인는 거야 응	갈라지니 그 사이가 전부 들어가 끼여있는 거야 응
그래따 바미 되먼 거기서 나오나서 사람 드러가먼 사람 피 빠라멍는 거지	그랬다 밤이 되면 거기서 나와서 사람 들어가면 사람 피빨아먹는 거지
그러게 이 벼글 보머는 전부 빈대 가먼 손으로다 미지른다 마랴	그러게 이 벽을 보면 전부 빈대 가면 문지른다 말이야
게 미지르먼 사람 빠라머근 피가 이시겐 피가 쭉	그게 미지면 사람 빨아먹은 피가 있으니까 피가 쭉
바람뻬기 아니라 젠부 피투세이지	바람벽이 아니라 전부 피투성이지
베루기 그러치 오세는 이가 껴이찌	베루기 그렇지 옷에는 이가 껴있지
이루 헤아리지 모태	이루 헤아리지 못해
그래도 그 그 당시에 사람드른 그 그거 깨무는 주를 모르구 자서	그래도 그 그 당시에 사람들은 그 그거 깨무는 줄을 모르고 잤어
왜 잔냐 피고너니까	왜 잤냐 피곤하니까
지금 여기 아래 게 게이트볼장 이서 여기 훼관 인는 데	지금 여기 아래 게 게이트볼장 있어 여기 회관 있는 데
거기 저 가 나려가봐	거기 저 가 내려가 봐
절믄 여자드리 그 수두루커게 지금 메 메가지고 이 게트볼 친다 마랴	젊은 여자들이 그렇게 수두룩하게 지금 모 모여가지고 이 게이트볼 친단 말이야
옌나레 어디가 게이트보리 이꾸 뭐이 도 도라설 시가니 어디서	옛날에 어디가 게이트볼이 있고 뭐 이 도 돌아설 시간이 어딨어
저 나제 나와서 그냥 거 거 여긴 또 건파야	저 낮에 나와서 그냥 거 여긴 또 건파야
모두 모두 몬내	모도 모도 못내
모래는 건 모를 베씨를 이제 부어놔따가 그걸 뜨더다가 물론 쓰럭찔 해노콘 꼰는 거이 모구	모라는 건 모를 볍씨를 이제 부어놨다가 그걸 뜯어다가 물논 써레질 해놓고 꽂 게 모고
