dialect	standard
거 유기오 전쟁얼	그 육이오 전쟁을
그런 경허멀 지킬쬬	그런 경험을 지요
유기오 사벼늘	육이오 사변을
그러면 동내는 언재 부리 타써요	그러면 동네는 언제 불이 탔어요
그 일차	그 일차
일차 전장할 때	일차 전쟁할 때
내려갈 때	내려갈 때
그리잉깨 임밍군덜 전장할 때	그러니까 인민군들 전쟁할 때
이 동내럴 싹 태웅 거요 고만	이 동네를 싹 태운 거요 그만
여긷 전차가 두 대 파개가 대씀니다	여기 전차가 두 대 파괴가 됐습니다
임밍군 전차가	인민군 전차가
가드리 직쩝 끌고 옹 거	걔들이 직접 끌고 온 거
그래 다 거러가찌만	그래서 다 걸어갔지만
여 아주 전장 옌날부텀 전장 해따하문 여 전장얼 한담니다 여기넌	여기 아주 전쟁 옛날부터 전쟁 했다하면 여기서 전쟁을 한답니다 여기는
이 상각찌대라 그러탐니다	여기가 삼각지대라 그렇답니다
여가 상각찌대	여기가 삼각지대
저기 저 절라도하고	아 저기 전라도하고
절라도 경상도하고여 상각찌대 아주 이 중심지람니다	전라도 경상도하고 여기 삼각지대 아주 이중심지랍니다
절략쌍으로 그래 대이땀니다	전략상으로 그래 돼 있답니다
그 나두 드른 바지요	그 나도 들은 바지요
그러면 그무려배는 그럼 선친깨서는	그러면 그 무렵에는 그럼 선친께서는
사라 게시쬬	살아 계셨지요
사라 게셔꼬	살아 계셨고
그라구 삼년 후애 도라가시써요	그리고 삼 년 후에 돌아가셨어요
그럼 전쟁끈나자마자	그럼 전쟁 끝나자마나
예애	예
끈난 다매 삼년 후애	끝난 다음에 삼 년 후에
그 이 초가찌비 아주 옌날 초가찌비썬는대	그 이 초가집이 아주 옛날 초가집이었는데
인재 전장하고 와 가주구	전쟁하고 와 가지고
터럴 인재 따꼬	터를 이제 닦고
다시 인재 나추고 이래 가주 으 흑짱얼 내가 바가 가주 집쩍	어 다시 이제낮추고 이렇게 해 가지고 흙장을 내가 박아 가지고 직접
내가 싸 가주구	내가 쌓아 가지고
지벌 지어 지타가 살다가 인재	집을 지어 짓다가 살다가 이제
이 이 집 찐진 그르닝깨 에 팔씹팔련도 오나요	이 이 집 지은 지는 그러니까팔십팔 년도인가요
저 고속또로 나는 나든 해	저 고속도로 나는 나던 해
그래 지쓰요	그렇게 지었어요
고속 경부고속또로가 낭 거는 칠씨비년도 아닝가요	경부고속도로가 난 거는 칠십이 년도 아닌가요
시 시자캉개	시 시작한 게
그를끼오	아 그럴 거요
그른대 애 그리잉깨 인재 경부고속또로이건 거시기 그 그애가 아니구나	그런데 에 그러니까 이제 경부고속도로이건 거시기 그해가 아니구나
새마을운동하고 한참 뒤애	새마을 운동 하고 한참 뒤에
하싣	하신
그 인재 그그쌔 벽똘찌부로 상 거는 인재	그 이제 그 에 글쎄 벽돌집으로산 것은 이제
애 하이간 유기오 전쟁얼 치르고	하여간 육이오 전쟁을 치르고
삼년 이따	어 삼 년 있다가
아주 초가찌번 그래 싹 타뻐린는대	아주 초가집은 그래 싹 타버렸는데
싹 타뻐리닝깨	싹 타버리니까
이 저 딴 저 메찝 이써써요 요	저 저 다른 저 몇 집이 있었어요 요기
요 아느로 메찜 인재 인는 지배 가서 살다가	요기 안으로 몇 집 이제 있는 지베 가서 살다가
지벌 새루 지어 지코 살다가 인재	에 집을 새로 지어 짓고 살다가 이제
이 지번이 지번 한 시보년 십 십칠련 댄나	이 집은 에 한 십오 년 십칠년 됐나
십칠련 저내 진 진 지비요	십칠 년 전에 지은 지은 집이요
새로	새로
그때 머 피란 가고 이러면서	그때 뭐 피란 가고 이러면서
곡씩까틍 거 단지애 너 가주 땅애 무꼬 머 그래때면서요	곡식 같은 거 단지에넣어 가지고 땅에 묻고 뭐 그랬다면서요
무더찌요	묻었지요
그람뇨	그럼요
그른대 이 무든 무더도	그런데 이 묻은 묻어도
이 화 부리나먼 몸몸몸 몸 먹씀니다	이 화 불이 나면 못못못 못 먹습니다
무등 거뚜 몸 머거요	묻은 것도 못 먹어요
왜그러쵸	왜 그렇지요
화근내가 나고	화근내가 나서
그래서 몸 머거요	그래서 못 먹어요
그래 지비 안 타고 이씨야 그개 유지가 대이꼬	그래 집이 안 타고 있어야 그래도 그게 유지가 돼 있고
다른 사라미 암 파머그먼 파 머거도 대도	다른 사람이 안 파먹으면 파 먹어도돼도
이 부리 나서 화재가 나먼 고만 다 몸 먹씀니다 다	이 불이 나서 화재가 나면그만 다 못 먹습니다 다
상 모씀니다	모조리 못 씁니다
아무 거뚜	아무 것도
하나도 건질 깨 업써요 아주	하나도 건질 게 없어요 아주
머글 꺼	먹을 거
땅 쏘개 인는대두요	땅 속에 있는데도요
땅 쏘개 무던는대	땅 속에 묻었는데
땅 쏘개 무터 인는 거뚜 헌니리요	땅 속에 묻혀 있는 것도 헛일이요
몸 머거요	못 먹어요
그러캐돼요	아 그렇게 돼요
몸 머거요	예 못 먹어요
그래두 또 무더 농 거뚜 저 아까 말쓰마신거처럼 머 좌이카는 분들 이런 분들	그래도 또 묻어 논 것도 저 아까 말씀하신 것처럼 뭐 좌익하는 분들 이런분들
다 파 머거요	다 파 먹어요
다 팜 걷	다 파서
다 파 머거찌요	다 파먹었지요
피란 나간 사람꺼넌 다 파 머거요	피란 나간 사람 거는 다 파 먹어요
미리 막 드러 온 사람덜 이런 사람더리	미리 막 들어 온 사람들 이런 사람들이
머글 끼 웁쓰니까요 머	먹을 게 없으니까요 뭐
농사도 그때 한동안 모찌찌머	농사도 그때 한동안 못 지었지요
그르잉깨 파 먹어	그러니까 파 먹어
지배 키우던 짐승두 머 자버 머꼬 그래때면서요	집에 키우던 집승도 뭐 잡아먹고 그랬다면서요
그때는	그때는
짐승두 자바 먹찌요	짐승도 잡아 먹지요
지붕 짐승두 그 나마 인넝 거넌 나마 인넌 사람더리 자바 먹씀니다	짐승 짐승도 그 남아 있는 건 남아 있는 사람들이 잡아 먹습니다
나마 인넝 거 알기만 알먼	남아 있는 걸 알기만 알면
근대 인재 요기넌 전장얼 한 아주 소개럴 한 지여기니까 머	근데 요기는 전쟁을 아주 소개를 한 지역이니까 뭐
더군다나 그런 짐성이 이쓰먼 아무나 자바 머거도 상과니 우꼬	더군다나 그런짐승이 있으면 아무나 잡아 먹어도 상관이 없고
막 자바 머거꼬요	막 잡아 먹었고요
그래두 인재 이 초내넌 일방 피란 해따가 여패 피란 해따가 온 사람더리 이쓰니까	그래도 이제 이 촌에는 일방 피란했다가 옆에 피란했다가 온 사람들이 있으니까
그 그르캐 망 모 짜바 머거찌요 머	그 그렇게 막 못 잡아 먹었지요 뭐
그래서 이 피란 가구 움는 지블 꺼넌 자바 먹찌요	그래서 이 피란 가고 없는집을 거는 잡아 먹죠
그러면 구닌 가싱 거는 유기오가 끈나고 가션나요	그러면 군인 가신 거는육이오가 끝나고 가셨나요
끈나고 가쬬	예 끝나고 갔죠
인재 유기오 사변 그 당시애 간 사람도 마이 이쪼	이제 육이오 사변 그 당시에  간 사람도 많이 있죠
피랑 가서 간 사람도 마니 이꼬	피란 간 사람도 많이 있고
그린대 나넌 유기오 사 사변 다 치리고	그런데 나는 육이오 사 사변 다 치르고
정식 인재 영짱 바다 가주	에 정식 이제 영장 받아 가지고
제주도 가서 육 깨월 간 훌련 바꼬	제주도 가서 육 개월 간 훈련 받고
전방 배치 대가주	전방에 배치가 되어 가지고
구닌 생활 하고 나와쪼	군인 생활 하고 나왔지요
제주도애는 그 저기 모슬포인넌대 거기서	제주도에는 그 저기 모슬포 있는데거기서
그래고	예 그러고
교육빠다	교육받아
모슬포가 그 훌련솜니다	모슬포가 그 훈련솝니다
저이 저이 아버지두 거기서 훌련 하셔따 그래요	저희 아버지도 거기서 훈련하셨다고 그래요
그리고 저이 아버지는 유기오 전투에 참석 참전 하셔꺼든뇨	그리고 제 아버지는 육이오 전투에 참전하셨거든요
참전하시써도 매제일 훌련소 거기 바든 사람더리 마니 이쬬	아 참전하셨어도 뭐 제일 훈련소 거기서 받은 사람들이 많이 있지요
저 이 제이 훌련소 쪼금 낭중애 생깅검니다	제이 훈련소 조금 나중에 생긴 겁니다
저거	저거
그름 군 저기 군대는 어디애서 금무하셔써요	그럼 군 저기 군대는 어디에서근무하셨어요
군대는 전방애 애 이십 싸단 애 육씸 연대 가서 에 한 한 일련 근무하다가	군대는 전방에 에 이십 사단 육십 연대에 가서 에 한 일 년 근무하다가
또 유꾼본부 가서 한 일련 좀더 근무하고 이래 재대해쪼	또 육군본부 가서 한일 년 좀더 근무하고 이제 제대했지요
그 이십 싸다니면 어디에 인능거죠	그 이십 사단이면 어디에 있는 거죠
지그먼 어디 인능가 잘 모르 건내요	지금은 어디에 있는지 잘 모르겠네요
그때넌 이십 싸다니 애 저기 사창니 이써써요	그때는 이십 사단이 에 저기 사창리에 있었어요
사창니	사창리
그래따가 이리저리 왱기 왱기 댕기기두 하구 그래찌요	그랬다가 이리저리 옮겨옮겨 다니기도 하고 그랬지요
그리고 인재 재대하고 지배 오셔쓰꺼 아니애요	그리고 이제 제대하고 집에오셨을 거 아니어요
그르쵸	그렇지요
와쭁	왔지요
그러먼 겨로넌 언재 하셔써요	그러면 결혼은 언제 하셨어요
겨로넌 군대 가기 저내 해씀니다	결혼은 군대 가기 전에 했습니다
군대 가기 저내	군대 가기 전에
가기 저내	가기 전에
스물한 사래 해써요	스물한 살에 했어요
스무살 한 사래	스무 살 한 살에
그럼 할머니 어트개 만나션느대요	그럼 할머니 어떻게 만나셨어요
그르잉깨 중매 겨론 해찌요	그러니까 중매 결혼을 했지요
인재 누니미 중매럴 한태기죠	누님이 중매를 한 턱이지요
누니미 먼저	아 누님이 먼저
누니미 청산 인는대	예 누님이 청산 있는데
인재 이 우리 내자가 여 청산 싸라미요	이 우리 내자가 여기 청산 사람이요
청산 저 청 청사니 아니고	청산 저 청 청산이 아니고
청성	청성
청성면 장수리	청성면 장수리
청성	청성 예
장수리라는 대 사라써요	창수리라는 데 살았어요
그럼 거기서 사시다가 이리 오시구 인재	그럼 거기서 사시다가 이리 오시고
게속 또 여기서 사시능 거내요	계속 또 여기서 사시는 거네요
그르치요	그렇지요
그러먼 저 할머니는 며쌀 때 이리 오셔써요	그러면 저 할머니는 몇 살 때 이리 오셨어요
열려서 쌀	열여섯 살
열려	열여
열려덜 쌀	열여덟 살
세 살 차이지요	세 살 차이지요
그래서	그래서
열려덜 쌀	열여덟 살
조온 함니다 옌나랜	조혼 합니다 옛날엔
옌나랜 조호니지요 다	옛날엔 조혼이지요 다
또 할머니는 그 그쪽 청성애서 거기두 농사 지션나요	또 할머니는 그 그쪽청성에서 거기도 농사지으셨나요
그르쵸	그렇지요
거기도 머 농초니니까 농사찌고 머	거기도 뭐 농촌이니까 농사짓고 뭐
중매는 어트개 해써요	중매는 어떻게 했어요
그거 과정은 아셔요	그거 과정은 아셔요
어트개 누가	어떻게 누가
그쌔 중매넌 인재 애 자근누니미 그 청성며내 살고 이끼 때미내	글쎄 중매는이제 작은누님이 그 청성면에 살고 있기 때문에
그 쪼그로 또 영겨리 자꾸 이래 가까우니까 건	그쪽으로 또 연결이 자꾸 이래가까우니까 그건
동내가 가까우니까	동네가 가까우니까
와따가따 하는 사라미 내지서 가주 중매가 댕 거죠	왔다갔다하는 사람이 내지 서 가지고 중매가 된 거지요
그 그 중매하면 그때부터 어떤 시그로 해써요	그 그 중매하면 그때부터 어떤식으로 했어요
그냥 얘기가 인재 처매	그냥 얘기가 이제 처음에
중매	중매
애 중매하먼 옌나랜 그때 사지니 겨우 젤 사진도 여가내 모 찌거요	에 중매하면 옛날에는 그때 사진이 겨우 제일 사진도 여간해서 못 찍어요
어짜다 찡는 사진 머 쪼매난 증명사진 니	어쩌다 찍는 사진 뭐 조그만 증명사진이
증명은 유기오 사벼 나고 증명이 바루 발그비 대쓰니까	증명은 육이오 사변이나고 증명이 바로 발급이 되었으니까
증명사진 찍끼 위한 거 증명사진 거틍 거 고렁 거배끼 웁써요	증명사진 찍기 위한 그 증명사진 같은 거 그런 거밖에 없어요
초내선 큰 사진 안 찍슴니다	촌에서는 큰 사진 안 찍습니다
큰 사지넌 어꼬	큰 사진은 없고
고렁 걸로 그냥 이래 보고서 과정이 나오죠	그런 걸로 그냥 이렇게 보고서 과정이 나오죠
사전 사진 보고	사진 사진 보고
사진 요고	예 사진 요거
사주나 비키 주고	사주나 보여 주고
에 그라고 인재 에 사주 하지요	에 그리고 에 사주 하지요
사주	사주
약 그래 가주 야콘시기 대능 거죠	그래 가지고 약혼식이 되는 거지요
그거 사주 하먼	그거 사주하면
사주 하능 기 지금 야콘시걸 하는대	사주 하는 게 지금 약혼식을 하는데
지금 그기 에 사주 써 보내고 이라먼 그기 야콘시기죠	지금 그게 에 사주 써  보내고 이러면 그게 약혼식이지요
고건 어트개 해요	그건 어떻게 해요
사주 보낼 때	사주 보낼 때
사주 보내넝 건 옌나래 하이니 이씀니다	사주 보내는 건 옌나래 하인이 있습니다
증 마라자먼 우리 일가먼 일가애 산지기라고 이써요	에 즉 말하자면 우리일가면 일가에 산지기라고 있어요
